SKU,Date,Qty,Amount,Category,sales_last_7_days,day_of_week,month,previous_day_sales,previous_week_sales,previous_2_day_sales,previous_3_day_sales,rolling_mean_3,rolling_mean_7
BL009-61BLACK-B,2022-06-10,1,494.0,Blouse,7.0,4,6,1.0,1.0,1.0,1.0,1.0,1.0
BL021-71BLACK,2022-05-13,1,418.0,Blouse,9.0,4,5,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
BL021-71BLACK,2022-05-14,1,418.0,Blouse,9.0,5,5,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
BL021-71BLACK,2022-05-16,1,418.0,Blouse,9.0,0,5,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
BL021-71BLACK,2022-05-20,2,836.0,Blouse,8.0,4,5,1.0,3.0,1.0,1.0,1.3333333333333333,1.1428571428571428
BL021-71BLACK,2022-05-26,1,418.0,Blouse,8.0,3,5,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
BL021-71BLACK,2022-05-31,1,418.0,Blouse,8.0,1,5,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
BL021-71BLACK,2022-06-14,1,418.0,Blouse,8.0,1,6,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
BL021-71BLACK,2022-06-15,1,418.0,Blouse,8.0,2,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
BL035-161GOLD,2022-06-28,1,377.0,Blouse,9.0,1,6,1.0,2.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-L,2022-05-15,2,2372.0,Set,8.0,6,5,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-L,2022-05-20,1,1186.0,Set,8.0,4,5,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-L,2022-05-22,1,1186.0,Set,8.0,6,5,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-L,2022-05-25,1,1186.0,Set,8.0,2,5,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-L,2022-05-26,2,2372.0,Set,9.0,3,5,1.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-L,2022-05-28,2,2372.0,Set,10.0,5,5,2.0,1.0,1.0,1.0,1.6666666666666667,1.4285714285714286
J0002-SKD-L,2022-06-02,1,1125.0,Set,10.0,3,6,2.0,1.0,2.0,1.0,1.6666666666666667,1.4285714285714286
J0002-SKD-L,2022-06-03,1,1125.0,Set,9.0,4,6,1.0,2.0,2.0,2.0,1.3333333333333333,1.2857142857142858
J0002-SKD-L,2022-06-04,1,1125.0,Set,9.0,5,6,1.0,1.0,1.0,2.0,1.0,1.2857142857142858
J0002-SKD-L,2022-06-05,2,2250.0,Set,10.0,6,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.4285714285714286
J0002-SKD-L,2022-06-06,3,3375.0,Set,12.0,0,6,2.0,1.0,1.0,1.0,2.0,1.7142857142857142
J0002-SKD-L,2022-06-10,1,1125.0,Set,11.0,4,6,3.0,2.0,2.0,1.0,2.0,1.5714285714285714
J0002-SKD-L,2022-06-11,1,0.0,Set,10.0,5,6,1.0,2.0,3.0,2.0,1.6666666666666667,1.4285714285714286
J0002-SKD-L,2022-06-13,1,1125.0,Set,10.0,0,6,1.0,1.0,1.0,3.0,1.0,1.4285714285714286
J0002-SKD-L,2022-06-17,1,1125.0,Set,10.0,4,6,1.0,1.0,1.0,1.0,1.0,1.4285714285714286
J0002-SKD-L,2022-06-19,1,1125.0,Set,10.0,6,6,1.0,1.0,1.0,1.0,1.0,1.4285714285714286
J0002-SKD-L,2022-06-20,1,1125.0,Set,9.0,0,6,1.0,2.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-L,2022-06-24,1,1125.0,Set,7.0,4,6,1.0,3.0,1.0,1.0,1.0,1.0
J0002-SKD-L,2022-06-25,1,1125.0,Set,7.0,5,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-L,2022-06-26,1,1125.0,Set,7.0,6,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-L,2022-06-29,1,1125.0,Set,7.0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-04,1,1115.0,Set,13.0,2,5,2.0,3.0,1.0,2.0,1.3333333333333333,1.8571428571428572
J0002-SKD-M,2022-05-06,1,1115.0,Set,11.0,4,5,1.0,3.0,2.0,1.0,1.3333333333333333,1.5714285714285714
J0002-SKD-M,2022-05-08,1,1125.0,Set,10.0,6,5,1.0,2.0,1.0,2.0,1.0,1.4285714285714286
J0002-SKD-M,2022-05-09,1,1186.0,Set,9.0,0,5,1.0,2.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-M,2022-05-13,1,1186.0,Set,8.0,4,5,1.0,2.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-M,2022-05-15,1,1186.0,Set,8.0,6,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-M,2022-05-16,1,1186.0,Set,7.0,0,5,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-18,1,1186.0,Set,7.0,2,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-19,1,1186.0,Set,7.0,3,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-20,1,1186.0,Set,7.0,4,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-21,1,1186.0,Set,7.0,5,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-24,1,1186.0,Set,7.0,1,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-26,1,1186.0,Set,7.0,3,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-29,1,0.0,Set,7.0,6,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-05-30,1,1186.0,Set,7.0,0,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-M,2022-06-01,2,2250.0,Set,8.0,2,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-M,2022-06-02,1,1125.0,Set,8.0,3,6,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-M,2022-06-04,1,1125.0,Set,8.0,5,6,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-M,2022-06-06,1,1125.0,Set,8.0,0,6,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-M,2022-06-09,1,1125.0,Set,8.0,3,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-M,2022-06-14,2,2250.0,Set,9.0,1,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-M,2022-06-17,1,1125.0,Set,9.0,4,6,2.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-M,2022-06-20,1,1125.0,Set,8.0,0,6,1.0,2.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-M,2022-06-23,1,1125.0,Set,8.0,3,6,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-M,2022-06-25,1,1125.0,Set,8.0,5,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-M,2022-06-27,4,4500.0,Set,11.0,0,6,1.0,1.0,1.0,1.0,2.0,1.5714285714285714
J0002-SKD-S,2022-05-04,1,1115.0,Set,8.0,2,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-S,2022-05-06,1,1125.0,Set,8.0,4,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-S,2022-05-08,1,1125.0,Set,8.0,6,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-S,2022-05-27,1,1186.0,Set,7.0,4,5,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-05-30,1,0.0,Set,7.0,0,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-05-31,1,1186.0,Set,7.0,1,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-06-07,2,2250.0,Set,8.0,1,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-S,2022-06-08,2,2250.0,Set,9.0,2,6,2.0,1.0,1.0,1.0,1.6666666666666667,1.2857142857142858
J0002-SKD-S,2022-06-10,1,1125.0,Set,9.0,4,6,2.0,1.0,2.0,1.0,1.6666666666666667,1.2857142857142858
J0002-SKD-S,2022-06-13,1,1125.0,Set,9.0,0,6,1.0,1.0,2.0,2.0,1.3333333333333333,1.2857142857142858
J0002-SKD-S,2022-06-17,1,1125.0,Set,9.0,4,6,1.0,1.0,1.0,2.0,1.0,1.2857142857142858
J0002-SKD-S,2022-06-18,1,1125.0,Set,9.0,5,6,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-S,2022-06-20,1,1125.0,Set,9.0,0,6,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-S,2022-06-21,1,1125.0,Set,8.0,1,6,1.0,2.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-S,2022-06-22,1,1125.0,Set,7.0,2,6,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-06-27,1,1125.0,Set,7.0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-06-28,1,1125.0,Set,7.0,1,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-S,2022-06-29,1,1125.0,Set,7.0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XL,2022-05-06,2,2240.0,Set,8.0,4,5,1.0,2.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XL,2022-05-08,1,1125.0,Set,8.0,6,5,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XL,2022-05-14,1,1186.0,Set,8.0,5,5,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XL,2022-05-16,1,1186.0,Set,8.0,0,5,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-XL,2022-05-18,1,1186.0,Set,8.0,2,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XL,2022-05-19,1,1186.0,Set,8.0,3,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XL,2022-05-25,1,1186.0,Set,8.0,2,5,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XL,2022-05-26,1,1186.0,Set,7.0,3,5,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-XL,2022-05-27,1,1186.0,Set,7.0,4,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XL,2022-05-30,1,1186.0,Set,7.0,0,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XL,2022-06-02,1,1125.0,Set,7.0,3,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XL,2022-06-03,2,1125.0,Set,8.0,4,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XL,2022-06-04,2,2250.0,Set,9.0,5,6,2.0,1.0,1.0,1.0,1.6666666666666667,1.2857142857142858
J0002-SKD-XL,2022-06-05,2,2250.0,Set,10.0,6,6,2.0,1.0,2.0,1.0,2.0,1.4285714285714286
J0002-SKD-XL,2022-06-06,2,2250.0,Set,11.0,0,6,2.0,1.0,2.0,2.0,2.0,1.5714285714285714
J0002-SKD-XL,2022-06-07,1,1125.0,Set,11.0,1,6,2.0,1.0,2.0,2.0,1.6666666666666667,1.5714285714285714
J0002-SKD-XL,2022-06-08,2,2250.0,Set,12.0,2,6,1.0,1.0,2.0,2.0,1.6666666666666667,1.7142857142857142
J0002-SKD-XL,2022-06-12,1,1125.0,Set,12.0,6,6,2.0,1.0,1.0,2.0,1.3333333333333333,1.7142857142857142
J0002-SKD-XL,2022-06-13,1,1125.0,Set,11.0,0,6,1.0,2.0,2.0,1.0,1.3333333333333333,1.5714285714285714
J0002-SKD-XL,2022-06-14,3,3436.0,Set,12.0,1,6,1.0,2.0,1.0,2.0,1.6666666666666667,1.7142857142857142
J0002-SKD-XL,2022-06-15,1,1125.0,Set,11.0,2,6,3.0,2.0,1.0,1.0,1.6666666666666667,1.5714285714285714
J0002-SKD-XL,2022-06-16,1,1125.0,Set,10.0,3,6,1.0,2.0,3.0,1.0,1.6666666666666667,1.4285714285714286
J0002-SKD-XL,2022-06-20,3,3375.0,Set,12.0,0,6,1.0,1.0,1.0,3.0,1.6666666666666667,1.7142857142857142
J0002-SKD-XL,2022-06-21,1,1115.0,Set,11.0,1,6,3.0,2.0,1.0,1.0,1.6666666666666667,1.5714285714285714
J0002-SKD-XL,2022-06-22,2,2240.0,Set,12.0,2,6,1.0,1.0,3.0,1.0,2.0,1.7142857142857142
J0002-SKD-XL,2022-06-23,1,1125.0,Set,12.0,3,6,2.0,1.0,1.0,3.0,1.3333333333333333,1.7142857142857142
J0002-SKD-XL,2022-06-26,2,2250.0,Set,11.0,6,6,1.0,3.0,2.0,1.0,1.6666666666666667,1.5714285714285714
J0002-SKD-XL,2022-06-27,2,2250.0,Set,12.0,0,6,2.0,1.0,1.0,2.0,1.6666666666666667,1.7142857142857142
J0002-SKD-XS,2022-05-31,1,1186.0,Set,7.0,1,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-01,1,1125.0,Set,7.0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-05,1,1125.0,Set,7.0,6,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-06,1,1125.0,Set,7.0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-08,1,1125.0,Set,7.0,2,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-10,1,0.0,Set,7.0,4,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-13,1,1125.0,Set,7.0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XS,2022-06-14,2,2250.0,Set,8.0,1,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XS,2022-06-15,1,1125.0,Set,8.0,2,6,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XS,2022-06-16,1,1125.0,Set,8.0,3,6,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XS,2022-06-27,1,1125.0,Set,8.0,0,6,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-05-15,1,1186.0,Set,7.0,6,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXL,2022-05-16,1,1186.0,Set,7.0,0,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXL,2022-05-18,2,2372.0,Set,8.0,2,5,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXL,2022-05-22,1,1186.0,Set,8.0,6,5,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXL,2022-05-24,2,2372.0,Set,9.0,1,5,1.0,1.0,2.0,1.0,1.6666666666666667,1.2857142857142858
J0002-SKD-XXL,2022-05-25,1,1186.0,Set,9.0,2,5,2.0,1.0,1.0,2.0,1.3333333333333333,1.2857142857142858
J0002-SKD-XXL,2022-05-26,1,1186.0,Set,9.0,3,5,1.0,1.0,2.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-XXL,2022-05-27,1,1186.0,Set,9.0,4,5,1.0,1.0,1.0,2.0,1.0,1.2857142857142858
J0002-SKD-XXL,2022-05-29,1,1186.0,Set,9.0,6,5,1.0,1.0,1.0,1.0,1.0,1.2857142857142858
J0002-SKD-XXL,2022-06-03,1,1125.0,Set,8.0,4,6,1.0,2.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-04,1,1125.0,Set,8.0,5,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-05,1,1125.0,Set,7.0,6,6,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-XXL,2022-06-10,1,1125.0,Set,7.0,4,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXL,2022-06-11,2,2250.0,Set,8.0,5,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXL,2022-06-13,1,1125.0,Set,8.0,0,6,2.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXL,2022-06-14,1,1125.0,Set,8.0,1,6,1.0,1.0,2.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXL,2022-06-15,1,1125.0,Set,8.0,2,6,1.0,1.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-21,1,1125.0,Set,8.0,1,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-22,1,1125.0,Set,8.0,2,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-23,1,1125.0,Set,8.0,3,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXL,2022-06-24,1,0.0,Set,7.0,4,6,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-XXXL,2022-05-12,1,1186.0,Set,7.0,3,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXXL,2022-05-14,1,1186.0,Set,7.0,5,5,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXXL,2022-05-15,2,2372.0,Set,8.0,6,5,1.0,1.0,1.0,1.0,1.3333333333333333,1.1428571428571428
J0002-SKD-XXXL,2022-05-16,4,4744.0,Set,11.0,0,5,2.0,1.0,1.0,1.0,2.3333333333333335,1.5714285714285714
J0002-SKD-XXXL,2022-05-18,1,1186.0,Set,11.0,2,5,4.0,1.0,2.0,1.0,2.3333333333333335,1.5714285714285714
J0002-SKD-XXXL,2022-05-19,1,1186.0,Set,11.0,3,5,1.0,1.0,4.0,2.0,2.0,1.5714285714285714
J0002-SKD-XXXL,2022-05-21,1,1186.0,Set,11.0,5,5,1.0,1.0,1.0,4.0,1.0,1.5714285714285714
J0002-SKD-XXXL,2022-05-23,2,2372.0,Set,12.0,0,5,1.0,1.0,1.0,1.0,1.3333333333333333,1.7142857142857142
J0002-SKD-XXXL,2022-05-25,1,1186.0,Set,12.0,2,5,2.0,1.0,1.0,1.0,1.3333333333333333,1.7142857142857142
J0002-SKD-XXXL,2022-05-27,1,1186.0,Set,11.0,4,5,1.0,2.0,2.0,1.0,1.3333333333333333,1.5714285714285714
J0002-SKD-XXXL,2022-05-28,1,1186.0,Set,8.0,5,5,1.0,4.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-XXXL,2022-06-01,2,2250.0,Set,9.0,2,6,1.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-XXXL,2022-06-02,1,1125.0,Set,9.0,3,6,2.0,1.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-XXXL,2022-06-07,1,1125.0,Set,9.0,1,6,1.0,1.0,2.0,1.0,1.3333333333333333,1.2857142857142858
J0002-SKD-XXXL,2022-06-09,1,1125.0,Set,8.0,3,6,1.0,2.0,1.0,2.0,1.0,1.1428571428571428
J0002-SKD-XXXL,2022-06-10,1,1125.0,Set,8.0,4,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXXL,2022-06-13,1,1125.0,Set,8.0,0,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXXL,2022-06-14,1,1125.0,Set,8.0,1,6,1.0,1.0,1.0,1.0,1.0,1.1428571428571428
J0002-SKD-XXXL,2022-06-19,1,1125.0,Set,7.0,6,6,1.0,2.0,1.0,1.0,1.0,1.0
J0002-SKD-XXXL,2022-06-20,1,1125.0,Set,7.0,0,6,1.0,1.0,1.0,1.0,1.0,1.0
J0002-SKD-XXXL,2022-06-23,3,3375.0,Set,9.0,3,6,1.0,1.0,1.0,1.0,1.6666666666666667,1.2857142857142858
J0002-SKD-XXXL,2022-06-27,1,1125.0,Set,9.0,0,6,3.0,1.0,1.0,1.0,1.6666666666666667,1.2857142857142858
J0003-SET-L,2022-04-15,4,2784.0,Set,23.0,4,4,5.0,2.0,1.0,2.0,3.3333333333333335,3.2857142857142856
J0003-SET-L,2022-04-20,3,2088.0,Set,21.0,2,4,4.0,5.0,5.0,1.0,4.0,3.0
J0003-SET-L,2022-04-21,3,2088.0,Set,20.0,3,4,3.0,4.0,4.0,5.0,3.3333333333333335,2.857142857142857
J0003-SET-L,2022-04-22,7,3480.0,Set,25.0,4,4,3.0,2.0,3.0,4.0,4.333333333333333,3.5714285714285716
J0003-SET-L,2022-04-23,4,2784.0,Set,27.0,5,4,7.0,2.0,3.0,3.0,4.666666666666667,3.857142857142857
J0003-SET-L,2022-04-24,3,2088.0,Set,29.0,6,4,4.0,1.0,7.0,3.0,4.666666666666667,4.142857142857143
J0003-SET-L,2022-04-25,4,2088.0,Set,28.0,0,4,3.0,5.0,4.0,7.0,3.6666666666666665,4.0
J0003-SET-L,2022-04-26,2,1392.0,Set,26.0,1,4,4.0,4.0,3.0,4.0,3.0,3.7142857142857144
J0003-SET-L,2022-04-27,1,696.0,Set,24.0,2,4,2.0,3.0,4.0,3.0,2.3333333333333335,3.4285714285714284
J0003-SET-L,2022-04-28,4,2088.0,Set,25.0,3,4,1.0,3.0,2.0,4.0,2.3333333333333335,3.5714285714285716
J0003-SET-L,2022-04-29,2,1392.0,Set,20.0,4,4,4.0,7.0,1.0,2.0,2.3333333333333335,2.857142857142857
J0003-SET-L,2022-04-30,4,2784.0,Set,20.0,5,4,2.0,4.0,4.0,1.0,3.3333333333333335,2.857142857142857
J0003-SET-L,2022-05-01,1,696.0,Set,18.0,6,5,4.0,3.0,2.0,4.0,2.3333333333333335,2.5714285714285716
J0003-SET-L,2022-05-02,2,1310.0,Set,16.0,0,5,1.0,4.0,4.0,2.0,2.3333333333333335,2.2857142857142856
J0003-SET-L,2022-05-06,1,0.0,Set,15.0,4,5,2.0,2.0,1.0,4.0,1.3333333333333333,2.142857142857143
J0003-SET-L,2022-05-10,1,696.0,Set,15.0,1,5,1.0,1.0,2.0,1.0,1.3333333333333333,2.142857142857143
J0003-SET-L,2022-05-11,1,696.0,Set,12.0,2,5,1.0,4.0,1.0,2.0,1.0,1.7142857142857142
J0003-SET-L,2022-05-12,1,696.0,Set,11.0,3,5,1.0,2.0,1.0,1.0,1.0,1.5714285714285714
J0003-SET-L,2022-05-14,2,1392.0,Set,9.0,5,5,1.0,4.0,1.0,1.0,1.3333333333333333,1.2857142857142858
J0003-SET-L,2022-05-15,3,2088.0,Set,11.0,6,5,2.0,1.0,1.0,1.0,2.0,1.5714285714285714
J0003-SET-L,2022-05-17,2,1392.0,Set,11.0,1,5,3.0,2.0,2.0,1.0,2.3333333333333335,1.5714285714285714
J0003-SET-L,2022-05-18,2,1392.0,Set,12.0,2,5,2.0,1.0,3.0,2.0,2.3333333333333335,1.7142857142857142
J0003-SET-L,2022-05-19,2,1392.0,Set,13.0,3,5,2.0,1.0,2.0,3.0,2.0,1.8571428571428572
J0003-SET-L,2022-05-20,2,1392.0,Set,14.0,4,5,2.0,1.0,2.0,2.0,2.0,2.0
J0003-SET-L,2022-05-22,1,696.0,Set,14.0,6,5,2.0,1.0,2.0,2.0,1.6666666666666667,2.0
J0003-SET-L,2022-06-01,1,664.0,Set,13.0,2,6,1.0,2.0,2.0,2.0,1.3333333333333333,1.8571428571428572
J0003-SET-L,2022-06-08,1,664.0,Set,11.0,2,6,1.0,3.0,1.0,2.0,1.0,1.5714285714285714
J0003-SET-L,2022-06-09,2,1328.0,Set,11.0,3,6,1.0,2.0,1.0,1.0,1.3333333333333333,1.5714285714285714
J0003-SET-L,2022-06-10,2,1328.0,Set,11.0,4,6,2.0,2.0,1.0,1.0,1.6666666666666667,1.5714285714285714
J0003-SET-L,2022-06-12,2,1328.0,Set,11.0,6,6,2.0,2.0,2.0,1.0,2.0,1.5714285714285714
J0003-SET-L,2022-06-14,2,1360.0,Set,11.0,1,6,2.0,2.0,2.0,2.0,2.0,1.5714285714285714
J0003-SET-L,2022-06-17,1,664.0,Set,11.0,4,6,2.0,1.0,2.0,2.0,1.6666666666666667,1.5714285714285714
J0003-SET-L,2022-06-19,2,1328.0,Set,12.0,6,6,1.0,1.0,2.0,2.0,1.6666666666666667,1.7142857142857142
J0003-SET-L,2022-06-25,1,664.0,Set,12.0,5,6,2.0,1.0,1.0,2.0,1.3333333333333333,1.7142857142857142
J0003-SET-L,2022-06-27,1,664.0,Set,11.0,0,6,1.0,2.0,2.0,1.0,1.3333333333333333,1.5714285714285714
J0003-SET-M,2022-04-13,2,1308.0,Set,26.0,2,4,1.0,1.0,5.0,6.0,2.6666666666666665,3.7142857142857144
J0003-SET-M,2022-04-14,3,1962.0,Set,25.0,3,4,2.0,4.0,1.0,5.0,2.0,3.5714285714285716
J0003-SET-M,2022-04-15,6,3924.0,Set,26.0,4,4,3.0,5.0,2.0,1.0,3.6666666666666665,3.7142857142857144
J0003-SET-M,2022-04-16,19,12426.0,Set,42.0,5,4,6.0,3.0,3.0,2.0,9.333333333333334,6.0
J0003-SET-M,2022-04-17,8,5232.0,Set,44.0,6,4,19.0,6.0,6.0,3.0,11.0,6.285714285714286
J0003-SET-M,2022-04-18,9,5886.0,Set,48.0,0,4,8.0,5.0,19.0,6.0,12.0,6.857142857142857
J0003-SET-M,2022-04-19,6,3924.0,Set,53.0,1,4,9.0,1.0,8.0,19.0,7.666666666666667,7.571428571428571
J0003-SET-M,2022-04-20,10,6540.0,Set,61.0,2,4,6.0,2.0,9.0,8.0,8.333333333333334,8.714285714285714
J0003-SET-M,2022-04-21,2,1350.0,Set,60.0,3,4,10.0,3.0,6.0,9.0,6.0,8.571428571428571
J0003-SET-M,2022-04-22,8,5232.0,Set,62.0,4,4,2.0,6.0,10.0,6.0,6.666666666666667,8.857142857142858
J0003-SET-M,2022-04-23,2,1308.0,Set,45.0,5,4,8.0,19.0,2.0,10.0,4.0,6.428571428571429
J0003-SET-M,2022-04-24,6,3924.0,Set,43.0,6,4,2.0,8.0,8.0,2.0,5.333333333333333,6.142857142857143
J0003-SET-M,2022-04-25,6,3924.0,Set,40.0,0,4,6.0,9.0,2.0,8.0,4.666666666666667,5.714285714285714
J0003-SET-M,2022-04-26,4,2616.0,Set,38.0,1,4,6.0,6.0,6.0,2.0,5.333333333333333,5.428571428571429
J0003-SET-M,2022-04-27,6,3924.0,Set,34.0,2,4,4.0,10.0,6.0,6.0,5.333333333333333,4.857142857142857
J0003-SET-M,2022-04-28,4,2616.0,Set,36.0,3,4,6.0,2.0,4.0,6.0,4.666666666666667,5.142857142857143
J0003-SET-M,2022-04-29,10,5886.0,Set,38.0,4,4,4.0,8.0,6.0,4.0,6.666666666666667,5.428571428571429
J0003-SET-M,2022-04-30,8,5232.0,Set,44.0,5,4,10.0,2.0,4.0,6.0,7.333333333333333,6.285714285714286
J0003-SET-M,2022-05-01,8,5445.0,Set,46.0,6,5,8.0,6.0,10.0,4.0,8.666666666666666,6.571428571428571
J0003-SET-M,2022-05-02,1,655.0,Set,41.0,0,5,8.0,6.0,8.0,10.0,5.666666666666667,5.857142857142857
